Date,5,6,7,8,9,10,Unnamed: 0,Adj Close_stock,Volume,Adj Close_bond,Stock_Returns,Bond_Adjusted,Excess_Returns
2021-02-01,173.66666666666666,147.925,384.4036363636364,366.6973913043479,700.145,4040.0,61,3811.14990234375,99082320000,2.181999921798706,0.0260914513774483,0.021819999217987,-0.1482895361143024
2021-03-01,153.875,185.05625,245.35066666666668,389.548,1158.2861111111113,3077.5,62,3972.889892578125,122371150000,2.424999952316284,0.0424386325331651,0.0242499995231628,-0.0689271049675326
2021-04-01,153.0,185.0176923076923,396.8306666666667,348.09857142857146,748.2857142857143,2890.0,63,4181.169921875,83124090000,2.3010001182556152,0.0524253213475585,0.0230100011825561,0.1035592745429917
2021-05-01,132.38,170.9983333333333,215.37,315.71181818181816,799.8571428571429,2025.0,64,4204.10986328125,88321860000,2.263000011444092,0.0054864886706069,0.0226300001144409,0.0220010931289201
2021-06-01,89.8375,128.304,278.3,252.27,529.2,2025.0,65,4297.5,102544180000,2.065000057220459,0.0222140095658347,0.0206500005722045,0.109708465254009
2021-07-01,89.8375,120.116,143.84,231.2925,462.5445454545454,5349.0,66,4395.259765625,84255620000,1.8969999551773071,0.0227480548283887,0.018969999551773,0.1041040341930014
2021-08-01,107.377,130.0275,175.219,310.36384615384617,479.9966666666666,3905.0,67,4522.68017578125,80500760000,1.9270000457763672,0.0289904162554386,0.0192700004577636,0.0131759242639213
2021-09-01,107.377,136.83333333333334,155.16666666666666,216.75,556.0,3905.0,68,4307.5400390625,85528860000,2.0920000076293945,-0.047569168801901,0.0209200000762939,-0.1331944713101585
2021-10-01,85.66666666666667,100.3288888888889,140.375,214.04875,746.5,4100.0,69,4605.3798828125,80253600000,1.9420000314712524,0.0691438364006065,0.0194200003147125,0.1408455455837334
2021-11-01,50.5,107.75,145.5,214.04875,426.0,4100.0,70,4567.0,88268840000,1.7869999408721924,-0.0083337061847461,0.0178699994087219,0.0714809632731282
2021-12-01,61.75,81.3,118.6,191.66666666666663,480.0,4100.0,71,4766.18017578125,92750180000,1.9049999713897705,0.0436129134620648,0.0190499997138977,-0.0224195624315746
2022-01-01,75.0,81.3,134.83333333333334,191.66666666666663,451.0,4100.0,72,4515.5498046875,95562890000,2.0980000495910645,-0.0525851650273938,0.0209800004959106,-0.1538975435575063
2022-02-01,82.5,96.75,132.5,197.83333333333331,432.59,4100.0,73,4373.93994140625,92667710000,2.181999921798706,-0.0313604919459082,0.021819999217987,-0.0713985616418622
2022-03-01,82.5,96.75,132.5,197.83333333333331,432.59,4100.0,74,4530.41015625,123546260000,2.447999954223633,0.0357732883715462,0.0244799995422363,-0.0861332386486988
2022-04-01,82.5,96.75,132.5,197.83333333333331,430.0,4100.0,75,4131.93017578125,90367840000,2.947000026702881,-0.087956711804343,0.0294700002670288,-0.2917966145046283
2022-05-01,82.5,136.0625,146.0,193.6725,435.0,4100.0,76,4132.14990234375,108860390000,3.056999921798706,5.317770464463578e-05,0.030569999217987,-0.0372728806934252
2022-06-01,65.0,137.5,121.095,262.34,435.0,4100.0,77,3785.3798828125,106116710000,3.11899995803833,-0.0839199999338268,0.0311899995803833,-0.1042013338643635
2022-07-01,65.0,137.5,121.095,262.34,435.0,4100.0,78,4130.2900390625,81688320000,2.9739999771118164,0.09111639173021,0.0297399997711181,0.137605645618405
2022-08-01,65.0,137.5,121.095,262.34,435.0,4100.0,79,3955.0,92252350000,3.255000114440918,-0.0424401282729983,0.0325500011444091,-0.1369257165351721
2022-09-01,55.836,84.375,91.17,195.896,355.0,4100.0,80,3585.6201171875,94241020000,3.765000104904175,-0.0933956720132743,0.0376500010490417,-0.2500776912244641
2022-10-01,63.0,68.5,108.3,155.25,355.0,4100.0,81,3871.97998046875,95823760000,4.203999996185303,0.0798634138370089,0.042039999961853,-0.0367368196422148
2022-11-01,56.0,68.0,122.5,183.5,355.0,4100.0,82,4080.110107421875,92671910000,3.822000026702881,0.0537528933524931,0.0382200002670288,0.1446187282309536
2022-12-01,56.0,68.0,122.5,183.5,355.0,4100.0,83,3839.5,85249330000,3.974999904632568,-0.0589714740747304,0.0397499990463256,-0.0990028390304433
2023-01-01,63.03666666666667,79.66666666666667,117.165,157.0,376.0,4100.0,84,4076.60009765625,80763810000,3.66100001335144,0.0617528578346791,0.0366100001335144,0.1407465430710445
2023-02-01,63.03666666666667,79.66666666666667,117.165,157.0,376.0,4100.0,85,3970.14990234375,80392280000,3.930999994277954,-0.0261124939318185,0.0393099999427795,-0.09986282988971
2023-03-01,57.66666666666666,67.42857142857143,110.8575,187.0325,355.4266666666667,4100.0,86,4109.31005859375,113094800000,3.688999891281128,0.0350516125771089,0.0368899989128112,0.096613582393717
2023-04-01,59.66666666666666,63.965,107.498,174.0,315.99,2126.0,87,4169.47998046875,70861260000,3.677999973297119,0.014642341662481,0.0367799997329711,0.0176241574142262
