Date,Grade,Price
2017-01,8,53.0
2017-02,8,58.053999999999995
2017-03,8,55.0
2017-04,8,86.3157142857143
2017-05,8,87.36111111111111
2017-06,8,82.077
2017-07,8,87.04833333333333
2017-08,8,100.53692307692307
2017-09,8,93.68769230769232
2017-10,8,78.63647058823528
2017-11,8,93.58190476190477
2017-12,8,158.39153846153846
2018-01,8,101.15947368421052
2018-02,8,133.786
2018-03,8,127.60379310344828
2018-04,8,112.30619047619047
2018-05,8,141.21481481481482
2018-06,8,97.83947368421053
2018-07,8,176.0509090909091
2018-08,8,110.9272
2018-09,8,91.22500000000001
2018-10,8,107.465
2018-11,8,104.60166666666667
2018-12,8,82.99666666666667
2019-01,8,95.6825
2019-02,8,105.43384615384616
2019-03,8,108.82142857142857
2019-04,8,106.53599999999999
2019-05,8,134.038
2019-06,8,161.031
2019-07,8,151.06428571428572
2019-08,8,144.862
2019-09,8,138.78166666666667
2019-10,8,137.33933333333334
2019-11,8,141.48454545454544
2019-12,8,129.35739130434783
2020-01,8,162.31125
2020-02,8,194.96454545454546
2020-03,8,268.788
2020-04,8,349.6657142857143
2020-05,8,418.58633333333336
2020-06,8,454.09243243243236
2020-07,8,454.4442307692307
2020-08,8,474.3306666666667
2020-09,8,700.6325806451613
2020-10,8,2044.151794871795
2020-11,8,1450.3721495327104
2020-12,8,871.0
2021-01,8,824.8745945945946
2021-02,8,902.4522727272728
2021-03,8,905.8174074074074
2021-04,8,905.8174074074074
2021-05,8,905.8174074074074
2021-06,8,905.8174074074074
2021-07,8,470.0
2021-08,8,470.0
2021-09,8,470.0
2021-10,8,470.0
2021-11,8,470.0
2021-12,8,517.5
2022-01,8,530.6363636363636
2022-02,8,530.6363636363636
2022-03,8,530.6363636363636
2022-04,8,530.6363636363636
2022-05,8,490.0
2022-06,8,359.8
2022-07,8,359.8
2022-08,8,359.8
2022-09,8,400.4975
2022-10,8,386.0
2022-11,8,444.088
2022-12,8,444.088
2023-01,8,444.088
2023-02,8,444.088
2023-03,8,471.3333333333333
2016-09,9,144.50333333333333
2016-10,9,127.125
2016-11,9,125.0
2016-12,9,189.432
2017-01,9,105.0
2017-02,9,114.71000000000001
2017-03,9,109.1825
2017-04,9,104.16666666666667
2017-05,9,128.825
2017-06,9,143.29529411764705
2017-07,9,127.94764705882353
2017-08,9,187.534375
2017-09,9,152.7955
2017-10,9,162.39333333333335
2017-11,9,209.65263157894736
2017-12,9,227.21347826086955
2018-01,9,256.2392307692308
2018-02,9,209.6341666666667
2018-03,9,247.51375000000002
2018-04,9,219.23578947368418
2018-05,9,225.05173913043475
2018-06,9,223.18736842105264
2018-07,9,225.74828571428571
2018-08,9,201.9265625
2018-09,9,201.89857142857142
2018-10,9,178.62
2018-11,9,179.98
2018-12,9,261.32928571428573
2019-01,9,199.71208333333334
2019-02,9,176.0188888888889
2019-03,9,182.09
2019-04,9,205.525
2019-05,9,200.01444444444445
2019-06,9,266.74666666666667
2019-07,9,245.18
2019-08,9,221.09
2019-09,9,257.95733333333334
2019-10,9,216.81
2019-11,9,259.81
2019-12,9,279.2081818181818
2020-01,9,313.5172727272727
2020-02,9,344.95799999999997
2020-03,9,468.28999999999996
2020-04,9,675.4057142857143
2020-05,9,739.4591666666666
2020-06,9,795.4525
2020-07,9,861.1829268292682
2020-08,9,883.6064864864865
2020-09,9,1508.8652631578946
2020-10,9,4555.216352941176
2020-11,9,3117.957191011236
2020-12,9,1900.5714285714287
2021-01,9,1769.7038095238095
2021-02,9,1893.6805555555557
2021-03,9,1963.4577777777777
2021-04,9,1963.4577777777777
