"Date","Grade","Price","Sale Type"
2020-12-24,10,500,"Best Offer"
2020-12-24,10,300,"Best Offer"
2020-12-02,10,361,"Auction"
2020-12-02,10,305,"Auction"
2020-12-02,10,270,"Auction"
2020-12-02,10,285,"Auction"
2020-12-02,10,286,"Auction"
2020-12-01,10,305,"Auction"
2020-12-01,10,330,"Auction"
2020-12-01,10,275,"Auction"
2020-12-01,8,86,"Auction"
2020-12-01,10,345,"Auction"
2020-11-30,9,115.5,"Auction"
2020-11-29,10,306,"Auction"
2020-11-29,10,293,"Auction"
2020-11-29,10,330,"Auction"
2020-11-29,10,278,"Auction"
2020-11-28,10,320,"Auction"
2020-11-28,10,271,"Auction"
2020-11-27,9,162.5,"Auction"
2020-11-27,9,112.5,"Auction"
2020-11-27,9,200,"Best Offer"
2020-11-27,10,290.99,"Auction"
2020-11-26,10,320,"Auction"
2020-11-26,9,150,"Best Offer"
2020-11-26,10,325,"Auction"
2020-11-26,10,275,"Auction"
2020-11-26,9,133.5,"Auction"
2020-11-25,10,310,"Auction"
2020-11-25,10,285,"Auction"
2020-11-25,10,305,"Auction"
2020-11-25,9,120,"Auction"
2020-11-25,10,275,"Auction"
2020-11-25,10,265,"Auction"
2020-11-25,9,130,"Auction"
2020-11-24,9,149.99,"Best Offer"
2020-11-24,10,294.9,"Auction"
2020-11-24,10,301,"Auction"
2020-11-24,10,324.65,"Auction"
2020-11-24,10,330,"Auction"
2020-11-23,10,295,"Auction"
2020-11-23,9,153.5,"Auction"
2020-11-23,10,295,"Auction"
2020-11-23,10,290.51,"Auction"
2020-11-23,10,270,"Auction"
2020-11-23,10,320,"Auction"
2020-11-23,10,295,"Auction"
2020-11-22,10,560,"Auction"
2020-11-22,10,321,"Auction"
2020-11-22,10,395,"Auction"
2020-11-22,10,283.17,"Auction"
2020-11-21,10,457.64,"Auction"
2020-11-21,10,315.01,"Auction"
2020-11-21,10,327,"Auction"
2020-11-21,10,663.53,"Best Offer"
2020-11-21,10,351.11,"Auction"
2020-11-21,10,300,"Auction"
2020-11-21,10,345,"Auction"
2020-11-21,10,300,"Auction"
2020-11-20,9,137.5,"Auction"
2020-11-20,10,318,"Auction"
2020-11-20,10,325,"Auction"
2020-11-20,10,1800,"Best Offer"
2020-11-20,8,105.5,"Auction"
2020-11-20,9,152.5,"Auction"
2020-11-19,10,304,"Auction"
2020-11-19,10,286,"Auction"
2020-11-19,10,305,"Auction"
2020-11-19,10,425,"Auction"
2020-11-19,10,360,"Auction"
2020-11-19,9,190,"Best Offer"
2020-11-19,10,360,"Auction"
2020-11-19,10,350,"Auction"
2020-11-18,10,311,"Auction"
2020-11-18,10,369.69,"Best Offer"
2020-11-18,10,421,"Auction"
2020-11-18,10,370,"Best Offer"
2020-11-18,10,360,"Best Offer"
2020-11-18,7,63,"Auction"
2020-11-17,10,305,"Auction"
2020-11-17,10,395,"Best Offer"
2020-11-17,10,450,"Best Offer"
2020-11-16,10,500,"Auction"
2020-11-16,10,330,"Best Offer"
2020-11-16,10,353,"Auction"
2020-11-16,9,175,"Best Offer"
2020-11-16,10,305,"Auction"
2020-11-16,10,335,"Auction"
2020-11-16,9,267.54,"Best Offer"
2020-11-16,10,322,"Auction"
2020-11-15,9,152.5,"Auction"
2020-11-15,10,325,"Auction"
2020-11-15,10,295,"Auction"
2020-11-15,10,395,"Auction"
2020-11-15,10,299,"Auction"
2020-11-15,10,510,"Auction"
2020-11-15,10,371,"Auction"
2020-11-15,10,335,"Auction"
2020-11-15,10,325,"Best Offer"
2020-11-15,10,350,"Auction"
2020-11-15,10,450,"Best Offer"
2020-11-14,10,359,"Best Offer"
2020-11-14,10,1800,"Best Offer"
2020-11-14,10,305,"Auction"
2020-11-14,10,293,"Auction"
2020-11-13,10,337,"Auction"
2020-11-13,9,162.5,"Auction"
2020-11-13,10,346,"Auction"
2020-11-12,9,192.5,"Auction"
2020-11-12,10,360,"Best Offer"
2020-11-11,10,421,"Best Offer"
2020-11-11,10,370,"Auction"
2020-11-11,10,363,"Auction"
2020-11-11,10,376,"Auction"
2020-11-11,10,363.01,"Auction"
2020-11-10,9,165,"Best Offer"
2020-11-10,9,150,"Auction"
2020-11-10,10,365,"Auction"
2020-11-09,10,395,"Best Offer"
2020-11-09,10,380,"Best Offer"
2020-11-09,10,430,"Auction"
2020-11-09,10,385,"Auction"
2020-11-09,9,167.5,"Auction"
2020-11-09,9,190,"Auction"
2020-11-09,10,379,"Auction"
2020-11-08,10,400,"Auction"
2020-11-08,10,360,"Auction"
2020-11-08,10,380,"Auction"
2020-11-08,10,365,"Auction"
2020-11-08,10,375,"Auction"
2020-11-08,10,385,"Auction"
2020-11-08,10,330,"Best Offer"
2020-11-08,10,639.8,"Auction"
2020-11-07,10,399.85,"Auction"
2020-11-07,10,395,"Best Offer"
2020-11-07,10,390,"Auction"
2020-11-07,10,395,"Auction"
2020-11-07,10,405,"Auction"
2020-11-06,10,320,"Best Offer"
2020-11-06,10,386,"Auction"
2020-11-06,10,496.97,"Best Offer"
2020-11-05,10,306.98,"Auction"
2020-11-04,10,530,"Auction"
2020-11-04,10,400,"Auction"
2020-11-04,9,202,"Auction"
2020-11-04,10,455,"Auction"
2020-11-04,10,397.88,"Auction"
2020-11-04,10,407.1,"Auction"
2020-11-04,10,440,"Auction"
2020-11-03,10,430,"Auction"
2020-11-03,10,475,"Auction"
2020-11-03,10,475,"Auction"
2020-11-02,10,501,"Auction"
2020-11-02,10,415,"Auction"
2020-11-02,10,400,"Auction"
2020-11-02,10,435,"Auction"
2020-11-02,10,465,"Auction"
2020-11-02,9,185,"Best Offer"
2020-11-02,9,200,"Best Offer"
2020-11-02,10,406,"Auction"
2020-11-01,10,455,"Auction"
2020-11-01,10,385,"Auction"
2020-11-01,10,400,"Auction"
2020-11-01,9,167.5,"Auction"
2020-11-01,9,193,"Auction"
2020-11-01,10,438,"Auction"
2020-11-01,10,396,"Auction"
2020-11-01,10,416,"Auction"
2020-10-31,10,480,"Auction"
2020-10-31,10,526.4,"Best Offer"
2020-10-31,10,425,"Auction"
2020-10-31,10,592.49,"Auction"
2020-10-31,10,400,"Auction"
2020-10-31,10,465,"Auction"
2020-10-31,10,500,"Auction"
2020-10-31,10,435,"Auction"
2020-10-31,10,515,"Auction"
2020-10-31,10,510,"Auction"
2020-10-30,10,530,"Auction"
2020-10-30,10,500,"Auction"
2020-10-30,10,530,"Auction"
2020-10-30,10,557,"Auction"
2020-10-30,10,520,"Auction"
2020-10-30,10,570,"Auction"
2020-10-29,9,199.99,"Best Offer"
2020-10-29,10,630,"Auction"
2020-10-29,10,810,"Auction"
2020-10-29,10,520,"Auction"
2020-10-29,10,511,"Auction"
2020-10-29,10,555.54,"Auction"
2020-10-28,10,555,"Auction"
2020-10-28,10,580,"Auction"
2020-10-28,10,610,"Auction"
2020-10-28,10,500,"Auction"
2020-10-28,10,480,"Auction"
2020-10-28,10,580,"Auction"
2020-10-28,10,510,"Auction"
2020-10-28,10,510,"Auction"
2020-10-28,10,610,"Auction"
2020-10-28,10,830,"Auction"
2020-10-28,9,220,"Best Offer"
2020-10-28,10,500,"Auction"
2020-10-27,10,730,"Auction"
2020-10-27,10,590,"Auction"
2020-10-27,10,680,"Auction"
2020-10-26,10,585,"Auction"
2020-10-26,9,157.5,"Auction"
2020-10-26,9,207.5,"Auction"
2020-10-25,10,524.95,"Best Offer"
2020-10-25,9,455,"Auction"
2020-10-24,9,202.5,"Auction"
2020-10-23,9,180,"Best Offer"
2020-10-23,10,553.21,"Auction"
2020-10-23,10,505,"Best Offer"
2020-10-23,10,564,"Auction"
2020-10-22,9,200,"Best Offer"
2020-10-22,10,590,"Auction"
2020-10-22,10,590,"Auction"
2020-10-22,10,571.38,"Best Offer"
2020-10-22,10,559.96,"Best Offer"
2020-10-22,10,520,"Auction"
2020-10-22,10,550,"Auction"
2020-10-21,10,590,"Auction"
2020-10-21,10,500,"Best Offer"
2020-10-21,10,500,"Best Offer"
2020-10-20,10,580,"Auction"
2020-10-20,10,520,"Auction"
2020-10-20,10,450,"Best Offer"
2020-10-20,10,570,"Auction"
2020-10-20,10,480,"Best Offer"
2020-10-20,10,490,"Best Offer"
2020-10-19,9,190,"Best Offer"
2020-10-19,10,530,"Auction"
2020-10-19,10,499.99,"Auction"
2020-10-19,10,449,"Best Offer"
2020-10-19,10,375,"Best Offer"
2020-10-17,10,400,"Best Offer"
2020-10-17,9,305,"Auction"
2020-10-16,9,250,"Best Offer"
2020-10-16,10,390,"Best Offer"
2020-10-16,3,90,"Best Offer"
2020-10-16,9,190,"Best Offer"
2020-10-16,9,240,"Best Offer"
2020-10-16,10,405,"Auction"
2020-10-16,9,215,"Best Offer"
2020-10-15,10,399,"Best Offer"
2020-10-15,10,445,"Auction"
2020-10-15,10,435,"Auction"
2020-10-14,10,457,"Auction"
2020-10-14,10,560,"Auction"
2020-10-14,10,390,"Best Offer"
2020-10-13,10,425,"Auction"
2020-10-13,10,400,"Auction"
2020-10-12,10,400,"Auction"
2020-10-12,10,418,"Auction"
2020-10-12,10,590,"Auction"
2020-10-12,10,400,"Best Offer"
2020-10-11,10,450,"Auction"
2020-10-10,10,400,"Best Offer"
2020-10-10,10,395,"Best Offer"
