"Date","Grade","Price","Sale Type"
2020-11-14,10,1000,"Best Offer"
2020-11-14,9,500,"Auction"
2020-11-14,10,1033,"Auction"
2020-11-14,10,949.99,"Best Offer"
2020-11-14,10,1000,"Best Offer"
2020-11-13,10,1400,"Best Offer"
2020-11-13,10,949.99,"Best Offer"
2020-11-13,10,1150,"Auction"
2020-11-13,10,1000,"Best Offer"
2020-11-13,10,830,"Auction"
2020-11-13,10,900,"Auction"
2020-11-13,10,932,"Auction"
2020-11-13,9,500,"Auction"
2020-11-12,10,940,"Best Offer"
2020-11-12,10,1000,"Auction"
2020-11-12,10,900,"Auction"
2020-11-12,10,810,"Auction"
2020-11-12,9,625,"Best Offer"
2020-11-12,9,607.04,"Auction"
2020-11-12,10,800,"Best Offer"
2020-11-11,10,920,"Auction"
2020-11-10,10,1049.99,"Best Offer"
2020-11-10,10,901.69,"Auction"
2020-11-10,10,950,"Best Offer"
2020-11-10,10,2000,"Auction"
2020-11-09,9,560,"Auction"
2020-11-09,10,911,"Auction"
2020-11-09,10,955,"Auction"
2020-11-09,10,941,"Auction"
2020-11-09,10,1010,"Best Offer"
2020-11-09,10,1050,"Auction"
2020-11-09,10,922.1,"Auction"
2020-11-09,9,510,"Auction"
2020-11-08,10,1000,"Auction"
2020-11-08,9,502.5,"Auction"
2020-11-07,10,1000,"Auction"
2020-11-07,10,2500,"Best Offer"
2020-11-07,10,1214,"Auction"
2020-11-07,10,963,"Auction"
2020-11-07,9,595,"Best Offer"
2020-11-07,10,1008,"Auction"
2020-11-06,10,1025,"Auction"
2020-11-06,8,365,"Auction"
2020-11-06,10,1215,"Best Offer"
2020-11-06,10,1250,"Best Offer"
2020-11-05,10,1080,"Auction"
2020-11-05,10,1150,"Auction"
2020-11-05,10,1075,"Auction"
2020-11-05,10,2176,"Auction"
2020-11-05,10,1000,"Auction"
2020-11-04,9,550,"Auction"
2020-11-04,10,1000,"Best Offer"
2020-11-03,10,1105,"Auction"
2020-11-03,10,1201,"Auction"
2020-11-03,10,1425,"Auction"
2020-11-03,10,1200,"Auction"
2020-11-03,10,1111,"Auction"
2020-11-02,10,1100,"Auction"
2020-11-02,10,1226,"Auction"
2020-11-02,10,1275,"Auction"
2020-11-02,10,1300,"Auction"
2020-11-02,10,1200,"Auction"
2020-11-02,10,1274.98,"Auction"
2020-11-01,10,1150,"Auction"
2020-11-01,9,760,"Auction"
2020-10-31,10,1500,"Best Offer"
2020-10-31,9,599,"Best Offer"
2020-10-30,10,1399,"Auction"
2020-10-30,10,1400,"Best Offer"
2020-10-30,10,1350,"Best Offer"
2020-10-30,10,1815.49,"Best Offer"
2020-10-30,10,1200,"Auction"
2020-10-30,9,685,"Auction"
2020-10-30,10,1425,"Auction"
2020-10-30,10,1525,"Auction"
2020-10-29,10,1332.11,"Auction"
2020-10-29,10,1500,"Best Offer"
2020-10-29,10,1300,"Best Offer"
2020-10-29,10,1425,"Auction"
2020-10-29,10,1375,"Best Offer"
2020-10-29,9,650,"Best Offer"
2020-10-29,9,689.99,"Best Offer"
2020-10-28,10,1425,"Auction"
2020-10-28,10,1625,"Auction"
2020-10-28,10,1525,"Auction"
